transaction_id,timestamp,from_bank,from_account,to_bank,to_account,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,is_laundering,source,scenario_id
SYN_S03_008,2022/09/09 10:04,276,800056A50,435,80006EA80,36957.16,US Dollar,36957.16,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_009,2022/09/09 11:13,500,800056A50,263,80006F5E0,41715.58,US Dollar,41715.58,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_010,2022/09/09 12:26,484,800056A50,29,800094FC0,39904.65,US Dollar,39904.65,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_011,2022/09/09 13:43,367,800056A50,438,8000748D0,38610.65,US Dollar,38610.65,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_012,2022/09/09 14:51,146,800056A50,177,800068B80,38861.13,US Dollar,38861.13,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_013,2022/09/09 16:03,45,800056A50,111,800099520,44775.24,US Dollar,44775.24,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_014,2022/09/09 17:19,412,800056A50,227,80008BA40,39442.2,US Dollar,39442.2,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_015,2022/09/09 18:28,374,800056A50,459,80008C980,43056.73,US Dollar,43056.73,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_016,2022/09/09 19:42,74,800056A50,107,80006F5E0,43355.12,US Dollar,43355.12,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_017,2022/09/09 20:53,172,800056A50,34,8000966F0,44883.82,US Dollar,44883.82,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_018,2022/09/09 22:12,46,800056A50,4,800088EB0,40906.79,US Dollar,40906.79,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_019,2022/09/09 23:19,90,800056A50,285,80008BA40,44144.1,US Dollar,44144.1,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S03_020,2022/09/10 00:33,103,800056A50,96,800073AF0,40679.16,US Dollar,40679.16,US Dollar,Wire,1,synthetic_scenario,S03
SYN_S04_001,2022/09/13 21:39,22,800056CB0,422,800093890,17289.06,US Dollar,17289.06,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_002,2022/09/13 23:10,253,800056CB0,287,800081920,38548.82,US Dollar,38548.82,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_003,2022/09/14 00:40,79,800056CB0,135,800067BB0,14756.29,US Dollar,14756.29,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_004,2022/09/14 02:07,64,800056CB0,335,8000919A0,30981.65,US Dollar,30981.65,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_005,2022/09/14 03:42,252,800056CB0,465,800076AD0,17219.87,US Dollar,17219.87,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_006,2022/09/14 05:14,392,800056CB0,142,800072350,15545.26,US Dollar,15545.26,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_007,2022/09/14 06:43,298,800056CB0,247,800087A50,43854.39,US Dollar,43854.39,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_008,2022/09/14 08:15,499,800056CB0,356,800091EE0,39865.49,US Dollar,39865.49,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_009,2022/09/14 09:49,9,800056CB0,433,80009A9D0,20554.89,US Dollar,20554.89,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_010,2022/09/14 11:15,164,800056CB0,237,8000746C0,28684.53,US Dollar,28684.53,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_011,2022/09/14 12:52,28,800056CB0,140,800075700,11284.4,US Dollar,11284.4,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_012,2022/09/14 14:18,25,800056CB0,149,800086DC0,30813.64,US Dollar,30813.64,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_013,2022/09/14 15:49,264,800056CB0,100,80006E160,30918.91,US Dollar,30918.91,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_014,2022/09/14 17:25,307,800056CB0,386,800070290,13146.65,US Dollar,13146.65,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_015,2022/09/14 18:50,424,800056CB0,433,800082B40,18581.67,US Dollar,18581.67,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_016,2022/09/14 20:27,50,800056CB0,274,800087A50,17741.82,US Dollar,17741.82,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_017,2022/09/14 21:57,71,800056CB0,266,800068B80,38109.28,US Dollar,38109.28,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_018,2022/09/14 23:25,175,800056CB0,472,80008B2E0,36373.51,US Dollar,36373.51,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_019,2022/09/15 01:03,258,800056CB0,114,8000750A0,9994.3,US Dollar,9994.3,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_020,2022/09/15 02:33,315,800056CB0,354,8000991D0,37009.16,US Dollar,37009.16,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_021,2022/09/15 04:05,365,800056CB0,283,800096FE0,26500.46,US Dollar,26500.46,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_022,2022/09/15 05:35,236,800056CB0,470,80008BD30,37300.63,US Dollar,37300.63,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_023,2022/09/15 07:00,246,800056CB0,179,800069180,37934.95,US Dollar,37934.95,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S04_024,2022/09/15 08:33,456,800056CB0,306,80008E7B0,20140.17,US Dollar,20140.17,US Dollar,ACH,1,synthetic_scenario,S04
SYN_S05_001,2022/09/08 02:15,364,800056E00,156,8000763B0,418804.46,US Dollar,418804.46,US Dollar,Wire,1,synthetic_scenario,S05
SYN_S05_002,2022/09/09 01:40,66,800056E00,439,80007AA30,412582.96,US Dollar,412582.96,US Dollar,Wire,1,synthetic_scenario,S05
SYN_S05_003,2022/09/10 01:17,65,800056E00,108,800081CA0,407521.89,US Dollar,407521.89,US Dollar,Wire,1,synthetic_scenario,S05
SYN_S06_001,2022/09/09 19:38,40,800057020,10,800071A10,65786.05,US Dollar,65786.05,US Dollar,Wire,1,synthetic_scenario,S06
SYN_S06_002,2022/09/09 22:25,101,800057020,56,80006B080,72573.34,US Dollar,72573.34,US Dollar,Wire,1,synthetic_scenario,S06
SYN_S06_003,2022/09/10 01:03,241,800057020,61,80006CB30,71597.89,US Dollar,71597.89,US Dollar,Wire,1,synthetic_scenario,S06
SYN_S06_004,2022/09/10 03:57,342,800057020,6,8000816C0,65432.81,US Dollar,65432.81,US Dollar,Wire,1,synthetic_scenario,S06
SYN_S06_005,2022/09/10 06:40,301,800057020,462,800079650,72823.71,US Dollar,72823.71,US Dollar,Wire,1,synthetic_scenario,S06
SYN_S07_001,2022/09/13 10:08,47,8000573C0,75,800069DD0,9867.06,US Dollar,9867.06,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_002,2022/09/13 16:54,179,8000573C0,181,80009B0E0,9894.18,US Dollar,9894.18,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_003,2022/09/13 23:30,259,8000573C0,292,80007C890,9850.06,US Dollar,9850.06,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_004,2022/09/14 06:12,271,8000573C0,112,800068E90,9881.96,US Dollar,9881.96,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_005,2022/09/14 13:01,462,8000573C0,387,800075FF0,9896.43,US Dollar,9896.43,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_006,2022/09/14 19:42,474,8000573C0,110,800070870,9897.36,US Dollar,9897.36,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_007,2022/09/15 02:29,188,8000573C0,358,800091EE0,9885.13,US Dollar,9885.13,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S07_008,2022/09/15 09:09,93,8000573C0,428,800071150,9843.97,US Dollar,9843.97,US Dollar,Cash,1,synthetic_scenario,S07
SYN_S08_001,2022/09/16 05:40,264,800057620,117,80007A1D0,92082.68,US Dollar,92082.68,US Dollar,Wire,1,synthetic_scenario,S08
SYN_S08_002,2022/09/16 06:09,64,800057620,239,800082630,109263.43,US Dollar,109263.43,US Dollar,Wire,1,synthetic_scenario,S08
SYN_S08_003,2022/09/16 06:36,361,800057620,148,800087390,81116.06,US Dollar,81116.06,US Dollar,Wire,1,synthetic_scenario,S08
SYN_S08_004,2022/09/16 07:11,253,800057620,60,800083E30,76827.39,US Dollar,76827.39,US Dollar,Wire,1,synthetic_scenario,S08
SYN_S09_001,2022/09/08 06:33,352,800057A10,500,8000823F0,3370.38,US Dollar,3370.38,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_002,2022/09/08 07:05,149,800057A10,438,80008B0F0,2677.39,US Dollar,2677.39,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_003,2022/09/08 07:29,481,800057A10,348,800091EE0,4569.46,US Dollar,4569.46,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_004,2022/09/08 07:56,345,800057A10,54,800093890,2038.34,US Dollar,2038.34,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_005,2022/09/08 08:25,62,800057A10,74,80006F380,3567.46,US Dollar,3567.46,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_006,2022/09/08 08:53,380,800057A10,474,800070AD0,4084.42,US Dollar,4084.42,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_007,2022/09/08 09:26,500,800057A10,102,800087DA0,2506.0,US Dollar,2506.0,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_008,2022/09/08 09:49,63,800057A10,120,80008AEB0,3784.29,US Dollar,3784.29,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_009,2022/09/08 10:22,392,800057A10,366,80007F8C0,4174.88,US Dollar,4174.88,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_010,2022/09/08 10:49,183,800057A10,244,80008AA20,3780.36,US Dollar,3780.36,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_011,2022/09/08 11:16,262,800057A10,143,800092E40,4849.47,US Dollar,4849.47,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_012,2022/09/08 11:39,129,800057A10,251,800072710,3363.45,US Dollar,3363.45,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_013,2022/09/08 12:11,16,800057A10,51,800073360,3884.48,US Dollar,3884.48,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_014,2022/09/08 12:42,348,800057A10,14,800093EE0,4490.11,US Dollar,4490.11,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_015,2022/09/08 13:12,79,800057A10,156,800083E30,3147.52,US Dollar,3147.52,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_016,2022/09/08 13:37,339,800057A10,385,80006E160,2288.9,US Dollar,2288.9,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_017,2022/09/08 14:04,104,800057A10,151,800090F60,3476.07,US Dollar,3476.07,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_018,2022/09/08 14:33,278,800057A10,176,80007E510,3470.26,US Dollar,3470.26,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_019,2022/09/08 15:03,488,800057A10,392,8000691D0,3621.05,US Dollar,3621.05,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_020,2022/09/08 15:23,197,800057A10,231,800072080,3290.79,US Dollar,3290.79,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_021,2022/09/08 15:54,19,800057A10,17,800090560,3128.63,US Dollar,3128.63,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_022,2022/09/08 16:21,453,800057A10,362,800081920,3977.57,US Dollar,3977.57,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_023,2022/09/08 16:49,367,800057A10,200,8000823F0,3291.61,US Dollar,3291.61,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_024,2022/09/08 17:21,338,800057A10,284,800093890,2328.04,US Dollar,2328.04,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_025,2022/09/08 17:51,288,800057A10,438,800091EE0,3716.06,US Dollar,3716.06,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_026,2022/09/08 18:14,254,800057A10,303,80007E720,2167.16,US Dollar,2167.16,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_027,2022/09/08 18:50,393,800057A10,146,8000866B0,3850.2,US Dollar,3850.2,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_028,2022/09/08 19:12,66,800057A10,429,80006B780,2084.41,US Dollar,2084.41,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_029,2022/09/08 19:40,14,800057A10,392,80009B830,4427.85,US Dollar,4427.85,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_030,2022/09/08 20:14,220,800057A10,177,800070610,3023.43,US Dollar,3023.43,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_031,2022/09/08 20:43,339,800057A10,126,80006C890,3235.38,US Dollar,3235.38,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_032,2022/09/08 21:04,467,800057A10,353,80006F380,3943.6,US Dollar,3943.6,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_033,2022/09/08 21:30,87,800057A10,11,800084E50,2914.43,US Dollar,2914.43,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_034,2022/09/08 22:03,291,800057A10,264,80008C690,2112.1,US Dollar,2112.1,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_035,2022/09/08 22:35,302,800057A10,12,8000915E0,2799.59,US Dollar,2799.59,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_036,2022/09/08 23:04,166,800057A10,294,80008A071,3132.84,US Dollar,3132.84,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_037,2022/09/08 23:23,173,800057A10,255,800079650,3464.59,US Dollar,3464.59,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_038,2022/09/08 23:55,86,800057A10,315,8000851A0,4293.95,US Dollar,4293.95,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_039,2022/09/09 00:21,255,800057A10,326,800078F80,4907.31,US Dollar,4907.31,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_040,2022/09/09 00:55,110,800057A10,148,800097520,4360.66,US Dollar,4360.66,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_041,2022/09/09 01:17,206,800057A10,412,80009A680,2891.66,US Dollar,2891.66,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_042,2022/09/09 01:45,368,800057A10,433,800070010,4227.92,US Dollar,4227.92,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_043,2022/09/09 02:17,35,800057A10,291,80007F290,3775.0,US Dollar,3775.0,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_044,2022/09/09 02:47,178,800057A10,408,800079C00,3425.33,US Dollar,3425.33,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_045,2022/09/09 03:08,412,800057A10,154,800094540,4470.39,US Dollar,4470.39,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_046,2022/09/09 03:40,213,800057A10,206,800078E70,3619.3,US Dollar,3619.3,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_047,2022/09/09 04:06,93,800057A10,452,800098200,3545.59,US Dollar,3545.59,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_048,2022/09/09 04:32,296,800057A10,256,8000776E0,4109.29,US Dollar,4109.29,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_049,2022/09/09 05:02,138,800057A10,480,800091320,4885.39,US Dollar,4885.39,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S09_050,2022/09/09 05:34,479,800057A10,290,80008DDF0,4425.99,US Dollar,4425.99,US Dollar,ACH,1,synthetic_scenario,S09
SYN_S10_001,2022/09/07 06:00,187,800057D40,237,800078E70,9705.99,US Dollar,9705.99,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_002,2022/09/07 06:07,433,800057D40,223,800081670,9715.05,US Dollar,9715.05,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_003,2022/09/07 06:22,325,800057D40,105,80006CD90,9786.02,US Dollar,9786.02,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_004,2022/09/07 06:40,331,800057D40,83,8000803F0,9726.69,US Dollar,9726.69,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_005,2022/09/07 06:47,123,800057D40,59,80008AF00,9760.12,US Dollar,9760.12,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_006,2022/09/07 06:58,238,800057D40,249,800082060,9702.77,US Dollar,9702.77,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_007,2022/09/07 07:15,104,800057D40,82,80006A8B0,9743.61,US Dollar,9743.61,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S10_008,2022/09/07 07:25,338,800057D40,282,80007F8C0,9702.91,US Dollar,9702.91,US Dollar,Cheque,1,synthetic_scenario,S10
SYN_S11_001,2022/09/12 09:32,401,800057D41,11,800092E40,2535252.1,US Dollar,2535252.1,US Dollar,Wire,1,synthetic_scenario,S11
SYN_S12_001,2022/09/12 11:30,309,800058100,153,800082630,157930.11,Euro,157930.11,US Dollar,Wire,1,synthetic_scenario,S12
SYN_S12_002,2022/09/12 15:14,460,800058100,187,80008B0F0,158011.5,Swiss Franc,158011.5,US Dollar,Wire,1,synthetic_scenario,S12
SYN_S12_003,2022/09/12 18:52,483,800058100,430,80008A830,157714.39,UK Pound,157714.39,US Dollar,Wire,1,synthetic_scenario,S12
SYN_S12_004,2022/09/12 22:33,293,800058100,377,800071A10,142811.2,US Dollar,142811.2,US Dollar,Wire,1,synthetic_scenario,S12
SYN_S13_001,2022/09/17 13:36,487,800058470,397,80009B470,196206.43,US Dollar,196206.43,US Dollar,Wire,1,synthetic_scenario,S13
SYN_S13_002,2022/09/17 15:10,122,800058470,308,80006FCE0,197518.08,US Dollar,197518.08,US Dollar,Wire,1,synthetic_scenario,S13
SYN_S14_001,2022/09/14 17:31,427,8000588D0,300,8000841A0,37100.31,US Dollar,37100.31,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S14_002,2022/09/15 00:33,479,8000588D0,217,80007BF00,37087.62,US Dollar,37087.62,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S14_003,2022/09/15 07:28,497,8000588D0,141,80007A1D0,26602.21,US Dollar,26602.21,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S14_004,2022/09/15 14:30,252,8000588D0,274,80006C890,28814.59,US Dollar,28814.59,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S14_005,2022/09/15 21:30,280,8000588D0,217,800082ED0,39230.66,US Dollar,39230.66,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S14_006,2022/09/16 04:31,451,8000588D0,402,80007F8C0,28695.2,US Dollar,28695.2,US Dollar,Credit Card,1,synthetic_scenario,S14
SYN_S15_001,2022/09/04 05:02,421,800058920,158,800088440,165444.97,US Dollar,165444.97,US Dollar,Wire,1,synthetic_scenario,S15
SYN_S15_002,2022/09/04 05:38,431,800058920,379,80006A5E0,174502.08,US Dollar,174502.08,US Dollar,Wire,1,synthetic_scenario,S15
SYN_S15_003,2022/09/04 06:29,130,800058920,283,80007C540,174112.72,US Dollar,174112.72,US Dollar,Wire,1,synthetic_scenario,S15
SYN_S16_001,2022/09/15 20:21,463,800058B80,416,800087A50,105557.96,US Dollar,105557.96,US Dollar,Wire,1,synthetic_scenario,S16
SYN_S16_002,2022/09/15 22:53,440,800058F40,227,80007C2C0,101396.43,US Dollar,101396.43,US Dollar,Wire,1,synthetic_scenario,S16
SYN_S16_003,2022/09/16 01:20,475,800059230,470,80008A3F0,116391.56,US Dollar,116391.56,US Dollar,Wire,1,synthetic_scenario,S16
SYN_S17_001,2022/09/17 06:30,153,800059440,108,80007BF00,1361.0,US Dollar,1361.0,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_002,2022/09/17 06:35,324,800059440,163,80008E500,1640.91,US Dollar,1640.91,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_003,2022/09/17 06:37,405,800059440,18,80008B0F0,4066.96,US Dollar,4066.96,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_004,2022/09/17 06:33,242,800059440,378,800093890,1320.38,US Dollar,1320.38,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_005,2022/09/17 06:36,449,800059440,471,80008C690,4364.65,US Dollar,4364.65,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_006,2022/09/17 06:41,260,800059440,34,80007E510,4297.6,US Dollar,4297.6,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_007,2022/09/17 06:38,378,800059440,168,800098200,3408.46,US Dollar,3408.46,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_008,2022/09/17 06:41,329,800059440,329,80006C1F0,1109.4,US Dollar,1109.4,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_009,2022/09/17 06:40,2,800059440,206,800073750,2773.62,US Dollar,2773.62,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_010,2022/09/17 06:41,43,800059440,57,80009A9D0,2222.19,US Dollar,2222.19,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_011,2022/09/17 06:42,434,800059440,305,800072F40,3065.46,US Dollar,3065.46,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_012,2022/09/17 06:49,232,800059440,245,800083220,4170.57,US Dollar,4170.57,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_013,2022/09/17 06:53,352,800059440,304,8000763B0,1534.04,US Dollar,1534.04,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_014,2022/09/17 06:54,44,800059440,213,800078B20,4198.11,US Dollar,4198.11,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_015,2022/09/17 06:51,484,800059440,428,8000890A0,2573.98,US Dollar,2573.98,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_016,2022/09/17 06:58,473,800059440,286,800069740,1897.95,US Dollar,1897.95,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_017,2022/09/17 06:57,499,800059440,237,80006F9C0,3506.51,US Dollar,3506.51,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_018,2022/09/17 06:54,26,800059440,206,800075C50,3805.04,US Dollar,3805.04,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_019,2022/09/17 07:00,46,800059440,491,8000748D1,3401.57,US Dollar,3401.57,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S17_020,2022/09/17 06:59,8,800059440,368,800072080,4788.97,US Dollar,4788.97,US Dollar,ACH,1,synthetic_scenario,S17
SYN_S18_001,2022/09/02 04:42,424,800059840,345,80008FA70,310934.37,US Dollar,310934.37,US Dollar,Wire,1,synthetic_scenario,S18
SYN_S18_002,2022/09/02 14:06,98,800059840,485,800079600,288979.36,US Dollar,288979.36,US Dollar,Wire,1,synthetic_scenario,S18
SYN_S18_003,2022/09/02 23:33,383,800059840,254,800080670,311284.88,US Dollar,311284.88,US Dollar,Wire,1,synthetic_scenario,S18
SYN_S18_004,2022/09/03 08:52,308,800059840,111,800079650,297252.34,US Dollar,297252.34,US Dollar,Wire,1,synthetic_scenario,S18
SYN_S18_005,2022/09/03 18:23,215,800059840,93,800077AA0,291318.69,US Dollar,291318.69,US Dollar,Wire,1,synthetic_scenario,S18
SYN_S18_006,2022/09/04 03:41,500,800059840,135,800080880,285837.71,US Dollar,285837.71,US Dollar,Wire,1,synthetic_scenario,S18
SYN_L01_001,2022/09/03 16:16,190,800059C00,299,80007D510,17921.49,US Dollar,17921.49,US Dollar,ACH,0,synthetic_scenario,L01
SYN_L01_002,2022/09/03 22:03,241,800059C00,69,800068890,18079.61,US Dollar,18079.61,US Dollar,ACH,0,synthetic_scenario,L01
SYN_L01_003,2022/09/04 03:49,352,800059C00,109,80008A830,29436.78,US Dollar,29436.78,US Dollar,ACH,0,synthetic_scenario,L01
SYN_L01_004,2022/09/04 09:33,38,800059C00,49,80007E0F0,23585.97,US Dollar,23585.97,US Dollar,ACH,0,synthetic_scenario,L01
SYN_L01_005,2022/09/04 15:16,242,800059C00,466,80007BF00,9146.48,US Dollar,9146.48,US Dollar,ACH,0,synthetic_scenario,L01
SYN_L02_001,2022/09/03 09:58,3,800059F50,130,80006B780,41063.74,US Dollar,41063.74,US Dollar,Wire,0,synthetic_scenario,L02
