source_id,target_id,edge_type,timestamp,metadata
802119C10,802119C10,OWNS,,"{""relationship"": ""owner""}"
802184880,802184880,OWNS,,"{""relationship"": ""owner""}"
8021FFD30,8021FFD30,OWNS,,"{""relationship"": ""owner""}"
802213DF0,802213DF0,OWNS,,"{""relationship"": ""owner""}"
802222410,802222410,OWNS,,"{""relationship"": ""owner""}"
80224CAA0,80224CAA0,OWNS,,"{""relationship"": ""owner""}"
80226A860,80226A860,OWNS,,"{""relationship"": ""owner""}"
80226C4C0,80226C4C0,OWNS,,"{""relationship"": ""owner""}"
8023ED8B0,8023ED8B0,OWNS,,"{""relationship"": ""owner""}"
80247BB70,80247BB70,OWNS,,"{""relationship"": ""owner""}"
802486E50,802486E50,OWNS,,"{""relationship"": ""owner""}"
8025239F0,8025239F0,OWNS,,"{""relationship"": ""owner""}"
80252EF80,80252EF80,OWNS,,"{""relationship"": ""owner""}"
80254A380,80254A380,OWNS,,"{""relationship"": ""owner""}"
802569B30,802569B30,OWNS,,"{""relationship"": ""owner""}"
8025AFB80,8025AFB80,OWNS,,"{""relationship"": ""owner""}"
8025BE730,8025BE730,OWNS,,"{""relationship"": ""owner""}"
8025F9120,8025F9120,OWNS,,"{""relationship"": ""owner""}"
80265BCB0,80265BCB0,OWNS,,"{""relationship"": ""owner""}"
8026B3760,8026B3760,OWNS,,"{""relationship"": ""owner""}"
8026ED8D0,8026ED8D0,OWNS,,"{""relationship"": ""owner""}"
80271DB90,80271DB90,OWNS,,"{""relationship"": ""owner""}"
8027F18F0,8027F18F0,OWNS,,"{""relationship"": ""owner""}"
802959F80,802959F80,OWNS,,"{""relationship"": ""owner""}"
802980380,802980380,OWNS,,"{""relationship"": ""owner""}"
802B23240,802B23240,OWNS,,"{""relationship"": ""owner""}"
802B59400,802B59400,OWNS,,"{""relationship"": ""owner""}"
802B8DF60,802B8DF60,OWNS,,"{""relationship"": ""owner""}"
802BCFE40,802BCFE40,OWNS,,"{""relationship"": ""owner""}"
802C439B0,802C439B0,OWNS,,"{""relationship"": ""owner""}"
802C54340,802C54340,OWNS,,"{""relationship"": ""owner""}"
802C69C80,802C69C80,OWNS,,"{""relationship"": ""owner""}"
802C8CF10,802C8CF10,OWNS,,"{""relationship"": ""owner""}"
802D1E340,802D1E340,OWNS,,"{""relationship"": ""owner""}"
802D21160,802D21160,OWNS,,"{""relationship"": ""owner""}"
802D76360,802D76360,OWNS,,"{""relationship"": ""owner""}"
802DC94C0,802DC94C0,OWNS,,"{""relationship"": ""owner""}"
802EFA860,802EFA860,OWNS,,"{""relationship"": ""owner""}"
802FA7310,802FA7310,OWNS,,"{""relationship"": ""owner""}"
802FAD250,802FAD250,OWNS,,"{""relationship"": ""owner""}"
803009080,803009080,OWNS,,"{""relationship"": ""owner""}"
803042E00,803042E00,OWNS,,"{""relationship"": ""owner""}"
803145180,803145180,OWNS,,"{""relationship"": ""owner""}"
80315FCD0,80315FCD0,OWNS,,"{""relationship"": ""owner""}"
803165370,803165370,OWNS,,"{""relationship"": ""owner""}"
8031B7E50,8031B7E50,OWNS,,"{""relationship"": ""owner""}"
803209820,803209820,OWNS,,"{""relationship"": ""owner""}"
80323AB50,80323AB50,OWNS,,"{""relationship"": ""owner""}"
803247FE0,803247FE0,OWNS,,"{""relationship"": ""owner""}"
8032FD420,8032FD420,OWNS,,"{""relationship"": ""owner""}"
80330E030,80330E030,OWNS,,"{""relationship"": ""owner""}"
80338A4A0,80338A4A0,OWNS,,"{""relationship"": ""owner""}"
80339F5C0,80339F5C0,OWNS,,"{""relationship"": ""owner""}"
80339FB50,80339FB50,OWNS,,"{""relationship"": ""owner""}"
803421B00,803421B00,OWNS,,"{""relationship"": ""owner""}"
80345B9D0,80345B9D0,OWNS,,"{""relationship"": ""owner""}"
80347F740,80347F740,OWNS,,"{""relationship"": ""owner""}"
8034B3590,8034B3590,OWNS,,"{""relationship"": ""owner""}"
80352A280,80352A280,OWNS,,"{""relationship"": ""owner""}"
80353C7D0,80353C7D0,OWNS,,"{""relationship"": ""owner""}"
803591B90,803591B90,OWNS,,"{""relationship"": ""owner""}"
80359D740,80359D740,OWNS,,"{""relationship"": ""owner""}"
80359FC90,80359FC90,OWNS,,"{""relationship"": ""owner""}"
8035A9A50,8035A9A50,OWNS,,"{""relationship"": ""owner""}"
80371B600,80371B600,OWNS,,"{""relationship"": ""owner""}"
80373DB80,80373DB80,OWNS,,"{""relationship"": ""owner""}"
803767D50,803767D50,OWNS,,"{""relationship"": ""owner""}"
80376F850,80376F850,OWNS,,"{""relationship"": ""owner""}"
803771ED0,803771ED0,OWNS,,"{""relationship"": ""owner""}"
803782210,803782210,OWNS,,"{""relationship"": ""owner""}"
803864B70,803864B70,OWNS,,"{""relationship"": ""owner""}"
80387B870,80387B870,OWNS,,"{""relationship"": ""owner""}"
803946150,803946150,OWNS,,"{""relationship"": ""owner""}"
80396EF00,80396EF00,OWNS,,"{""relationship"": ""owner""}"
8039D99E0,8039D99E0,OWNS,,"{""relationship"": ""owner""}"
8039FEDD0,8039FEDD0,OWNS,,"{""relationship"": ""owner""}"
803A43310,803A43310,OWNS,,"{""relationship"": ""owner""}"
803A663B0,803A663B0,OWNS,,"{""relationship"": ""owner""}"
803A7F390,803A7F390,OWNS,,"{""relationship"": ""owner""}"
803AC4350,803AC4350,OWNS,,"{""relationship"": ""owner""}"
803AFBCD0,803AFBCD0,OWNS,,"{""relationship"": ""owner""}"
803B8C4E0,803B8C4E0,OWNS,,"{""relationship"": ""owner""}"
803B965F0,803B965F0,OWNS,,"{""relationship"": ""owner""}"
803C84C10,803C84C10,OWNS,,"{""relationship"": ""owner""}"
803CABBA0,803CABBA0,OWNS,,"{""relationship"": ""owner""}"
803CDAE00,803CDAE00,OWNS,,"{""relationship"": ""owner""}"
803CE0561,803CE0561,OWNS,,"{""relationship"": ""owner""}"
803CEB180,803CEB180,OWNS,,"{""relationship"": ""owner""}"
803D1C990,803D1C990,OWNS,,"{""relationship"": ""owner""}"
803D23610,803D23610,OWNS,,"{""relationship"": ""owner""}"
803D69350,803D69350,OWNS,,"{""relationship"": ""owner""}"
803E2FA50,803E2FA50,OWNS,,"{""relationship"": ""owner""}"
803E419B0,803E419B0,OWNS,,"{""relationship"": ""owner""}"
803ECA7F0,803ECA7F0,OWNS,,"{""relationship"": ""owner""}"
803ED0780,803ED0780,OWNS,,"{""relationship"": ""owner""}"
803F30090,803F30090,OWNS,,"{""relationship"": ""owner""}"
804025CB0,804025CB0,OWNS,,"{""relationship"": ""owner""}"
804033B80,804033B80,OWNS,,"{""relationship"": ""owner""}"
80403FE40,80403FE40,OWNS,,"{""relationship"": ""owner""}"
8040D99A0,8040D99A0,OWNS,,"{""relationship"": ""owner""}"
8041C1790,8041C1790,OWNS,,"{""relationship"": ""owner""}"
8042127F0,8042127F0,OWNS,,"{""relationship"": ""owner""}"
80426EF50,80426EF50,OWNS,,"{""relationship"": ""owner""}"
8042CDCE0,8042CDCE0,OWNS,,"{""relationship"": ""owner""}"
80432B8A0,80432B8A0,OWNS,,"{""relationship"": ""owner""}"
8043B1D00,8043B1D00,OWNS,,"{""relationship"": ""owner""}"
804405680,804405680,OWNS,,"{""relationship"": ""owner""}"
80440B4D0,80440B4D0,OWNS,,"{""relationship"": ""owner""}"
804438E30,804438E30,OWNS,,"{""relationship"": ""owner""}"
80451BD80,80451BD80,OWNS,,"{""relationship"": ""owner""}"
80455FA80,80455FA80,OWNS,,"{""relationship"": ""owner""}"
8045722E0,8045722E0,OWNS,,"{""relationship"": ""owner""}"
8045AFF90,8045AFF90,OWNS,,"{""relationship"": ""owner""}"
80460D080,80460D080,OWNS,,"{""relationship"": ""owner""}"
8046FC600,8046FC600,OWNS,,"{""relationship"": ""owner""}"
804752C40,804752C40,OWNS,,"{""relationship"": ""owner""}"
804790520,804790520,OWNS,,"{""relationship"": ""owner""}"
80489D1B0,80489D1B0,OWNS,,"{""relationship"": ""owner""}"
8049060A0,8049060A0,OWNS,,"{""relationship"": ""owner""}"
80493D3F0,80493D3F0,OWNS,,"{""relationship"": ""owner""}"
8049926C0,8049926C0,OWNS,,"{""relationship"": ""owner""}"
8049AF0E1,8049AF0E1,OWNS,,"{""relationship"": ""owner""}"
804A36990,804A36990,OWNS,,"{""relationship"": ""owner""}"
804AB3D60,804AB3D60,OWNS,,"{""relationship"": ""owner""}"
804AD1260,804AD1260,OWNS,,"{""relationship"": ""owner""}"
804B5A690,804B5A690,OWNS,,"{""relationship"": ""owner""}"
804B79470,804B79470,OWNS,,"{""relationship"": ""owner""}"
804C3BDE0,804C3BDE0,OWNS,,"{""relationship"": ""owner""}"
804CBC400,804CBC400,OWNS,,"{""relationship"": ""owner""}"
804DE7670,804DE7670,OWNS,,"{""relationship"": ""owner""}"
804E0D2F0,804E0D2F0,OWNS,,"{""relationship"": ""owner""}"
804E90950,804E90950,OWNS,,"{""relationship"": ""owner""}"
804ED4F60,804ED4F60,OWNS,,"{""relationship"": ""owner""}"
804F15F00,804F15F00,OWNS,,"{""relationship"": ""owner""}"
804F4CAD0,804F4CAD0,OWNS,,"{""relationship"": ""owner""}"
80502CDE0,80502CDE0,OWNS,,"{""relationship"": ""owner""}"
805078010,805078010,OWNS,,"{""relationship"": ""owner""}"
8050CFE80,8050CFE80,OWNS,,"{""relationship"": ""owner""}"
805125E70,805125E70,OWNS,,"{""relationship"": ""owner""}"
8051494B0,8051494B0,OWNS,,"{""relationship"": ""owner""}"
805198DA0,805198DA0,OWNS,,"{""relationship"": ""owner""}"
80526DAB0,80526DAB0,OWNS,,"{""relationship"": ""owner""}"
8052D3220,8052D3220,OWNS,,"{""relationship"": ""owner""}"
805314C00,805314C00,OWNS,,"{""relationship"": ""owner""}"
8053E3C30,8053E3C30,OWNS,,"{""relationship"": ""owner""}"
8053FA9E0,8053FA9E0,OWNS,,"{""relationship"": ""owner""}"
805441E00,805441E00,OWNS,,"{""relationship"": ""owner""}"
8054C97C0,8054C97C0,OWNS,,"{""relationship"": ""owner""}"
805571620,805571620,OWNS,,"{""relationship"": ""owner""}"
8055AFD70,8055AFD70,OWNS,,"{""relationship"": ""owner""}"
805624DD0,805624DD0,OWNS,,"{""relationship"": ""owner""}"
805703500,805703500,OWNS,,"{""relationship"": ""owner""}"
80570D870,80570D870,OWNS,,"{""relationship"": ""owner""}"
805718760,805718760,OWNS,,"{""relationship"": ""owner""}"
805769430,805769430,OWNS,,"{""relationship"": ""owner""}"
805951600,805951600,OWNS,,"{""relationship"": ""owner""}"
8059BA5E0,8059BA5E0,OWNS,,"{""relationship"": ""owner""}"
8059D7D00,8059D7D00,OWNS,,"{""relationship"": ""owner""}"
805A0CB50,805A0CB50,OWNS,,"{""relationship"": ""owner""}"
805A0F8B0,805A0F8B0,OWNS,,"{""relationship"": ""owner""}"
805A24290,805A24290,OWNS,,"{""relationship"": ""owner""}"
805A9ED50,805A9ED50,OWNS,,"{""relationship"": ""owner""}"
805AB6580,805AB6580,OWNS,,"{""relationship"": ""owner""}"
805B26EA0,805B26EA0,OWNS,,"{""relationship"": ""owner""}"
805B8BB80,805B8BB80,OWNS,,"{""relationship"": ""owner""}"
805CDA130,805CDA130,OWNS,,"{""relationship"": ""owner""}"
805CE7A90,805CE7A90,OWNS,,"{""relationship"": ""owner""}"
805D34770,805D34770,OWNS,,"{""relationship"": ""owner""}"
805D79140,805D79140,OWNS,,"{""relationship"": ""owner""}"
805DC2520,805DC2520,OWNS,,"{""relationship"": ""owner""}"
805DD0990,805DD0990,OWNS,,"{""relationship"": ""owner""}"
805DD31C0,805DD31C0,OWNS,,"{""relationship"": ""owner""}"
805EED740,805EED740,OWNS,,"{""relationship"": ""owner""}"
805EF3560,805EF3560,OWNS,,"{""relationship"": ""owner""}"
805EFD340,805EFD340,OWNS,,"{""relationship"": ""owner""}"
805FA2BB1,805FA2BB1,OWNS,,"{""relationship"": ""owner""}"
805FCA7D0,805FCA7D0,OWNS,,"{""relationship"": ""owner""}"
806096E10,806096E10,OWNS,,"{""relationship"": ""owner""}"
8060AFE50,8060AFE50,OWNS,,"{""relationship"": ""owner""}"
806110AF0,806110AF0,OWNS,,"{""relationship"": ""owner""}"
806185740,806185740,OWNS,,"{""relationship"": ""owner""}"
80619F170,80619F170,OWNS,,"{""relationship"": ""owner""}"
80623C860,80623C860,OWNS,,"{""relationship"": ""owner""}"
8062492E0,8062492E0,OWNS,,"{""relationship"": ""owner""}"
806311B80,806311B80,OWNS,,"{""relationship"": ""owner""}"
8063568D0,8063568D0,OWNS,,"{""relationship"": ""owner""}"
8064C8820,8064C8820,OWNS,,"{""relationship"": ""owner""}"
8064ED2F0,8064ED2F0,OWNS,,"{""relationship"": ""owner""}"
806515CF0,806515CF0,OWNS,,"{""relationship"": ""owner""}"
8065F4020,8065F4020,OWNS,,"{""relationship"": ""owner""}"
80660E630,80660E630,OWNS,,"{""relationship"": ""owner""}"
8066DBB20,8066DBB20,OWNS,,"{""relationship"": ""owner""}"
80676E9D0,80676E9D0,OWNS,,"{""relationship"": ""owner""}"
806788380,806788380,OWNS,,"{""relationship"": ""owner""}"
8068029D0,8068029D0,OWNS,,"{""relationship"": ""owner""}"
80689C4D0,80689C4D0,OWNS,,"{""relationship"": ""owner""}"
8068A3010,8068A3010,OWNS,,"{""relationship"": ""owner""}"
80694B5F0,80694B5F0,OWNS,,"{""relationship"": ""owner""}"
806966C60,806966C60,OWNS,,"{""relationship"": ""owner""}"
806989F40,806989F40,OWNS,,"{""relationship"": ""owner""}"
8069C48B0,8069C48B0,OWNS,,"{""relationship"": ""owner""}"
806A47240,806A47240,OWNS,,"{""relationship"": ""owner""}"
806A591E0,806A591E0,OWNS,,"{""relationship"": ""owner""}"
806AF7C70,806AF7C70,OWNS,,"{""relationship"": ""owner""}"
806B3DB00,806B3DB00,OWNS,,"{""relationship"": ""owner""}"
806BC6340,806BC6340,OWNS,,"{""relationship"": ""owner""}"
806BFE4D0,806BFE4D0,OWNS,,"{""relationship"": ""owner""}"
806C6E560,806C6E560,OWNS,,"{""relationship"": ""owner""}"
806CDC5F0,806CDC5F0,OWNS,,"{""relationship"": ""owner""}"
806CFE720,806CFE720,OWNS,,"{""relationship"": ""owner""}"
806D5EF00,806D5EF00,OWNS,,"{""relationship"": ""owner""}"
806D663F0,806D663F0,OWNS,,"{""relationship"": ""owner""}"
806D79F20,806D79F20,OWNS,,"{""relationship"": ""owner""}"
806D7D990,806D7D990,OWNS,,"{""relationship"": ""owner""}"
806D90200,806D90200,OWNS,,"{""relationship"": ""owner""}"
806DA8BF0,806DA8BF0,OWNS,,"{""relationship"": ""owner""}"
806E56560,806E56560,OWNS,,"{""relationship"": ""owner""}"
806E77290,806E77290,OWNS,,"{""relationship"": ""owner""}"
806E8E170,806E8E170,OWNS,,"{""relationship"": ""owner""}"
806EA4730,806EA4730,OWNS,,"{""relationship"": ""owner""}"
806ECB480,806ECB480,OWNS,,"{""relationship"": ""owner""}"
806F01290,806F01290,OWNS,,"{""relationship"": ""owner""}"
806F2BBD0,806F2BBD0,OWNS,,"{""relationship"": ""owner""}"
806F53F90,806F53F90,OWNS,,"{""relationship"": ""owner""}"
806F692F0,806F692F0,OWNS,,"{""relationship"": ""owner""}"
806FD0080,806FD0080,OWNS,,"{""relationship"": ""owner""}"
806FE7D00,806FE7D00,OWNS,,"{""relationship"": ""owner""}"
80711DFC0,80711DFC0,OWNS,,"{""relationship"": ""owner""}"
80714C310,80714C310,OWNS,,"{""relationship"": ""owner""}"
8071D95E0,8071D95E0,OWNS,,"{""relationship"": ""owner""}"
80720A620,80720A620,OWNS,,"{""relationship"": ""owner""}"
807328630,807328630,OWNS,,"{""relationship"": ""owner""}"
80734C290,80734C290,OWNS,,"{""relationship"": ""owner""}"
80736E5C0,80736E5C0,OWNS,,"{""relationship"": ""owner""}"
807481AF0,807481AF0,OWNS,,"{""relationship"": ""owner""}"
8075523B0,8075523B0,OWNS,,"{""relationship"": ""owner""}"
8075BE8C0,8075BE8C0,OWNS,,"{""relationship"": ""owner""}"
80766A3D0,80766A3D0,OWNS,,"{""relationship"": ""owner""}"
8076D6E50,8076D6E50,OWNS,,"{""relationship"": ""owner""}"
80775BA70,80775BA70,OWNS,,"{""relationship"": ""owner""}"
807776300,807776300,OWNS,,"{""relationship"": ""owner""}"
80777E5C0,80777E5C0,OWNS,,"{""relationship"": ""owner""}"
80779AFC0,80779AFC0,OWNS,,"{""relationship"": ""owner""}"
8077F7C20,8077F7C20,OWNS,,"{""relationship"": ""owner""}"
80790E150,80790E150,OWNS,,"{""relationship"": ""owner""}"
8079762D0,8079762D0,OWNS,,"{""relationship"": ""owner""}"
8079AAA10,8079AAA10,OWNS,,"{""relationship"": ""owner""}"
807A2A400,807A2A400,OWNS,,"{""relationship"": ""owner""}"
807A63060,807A63060,OWNS,,"{""relationship"": ""owner""}"
807A8BFF0,807A8BFF0,OWNS,,"{""relationship"": ""owner""}"
807AA4750,807AA4750,OWNS,,"{""relationship"": ""owner""}"
807ACADE0,807ACADE0,OWNS,,"{""relationship"": ""owner""}"
807B0FC30,807B0FC30,OWNS,,"{""relationship"": ""owner""}"
807B1F260,807B1F260,OWNS,,"{""relationship"": ""owner""}"
807C50360,807C50360,OWNS,,"{""relationship"": ""owner""}"
807C523B0,807C523B0,OWNS,,"{""relationship"": ""owner""}"
807C7C430,807C7C430,OWNS,,"{""relationship"": ""owner""}"
807C9D3A0,807C9D3A0,OWNS,,"{""relationship"": ""owner""}"
807CACED0,807CACED0,OWNS,,"{""relationship"": ""owner""}"
807CD0050,807CD0050,OWNS,,"{""relationship"": ""owner""}"
807CD4050,807CD4050,OWNS,,"{""relationship"": ""owner""}"
807D80E70,807D80E70,OWNS,,"{""relationship"": ""owner""}"
807DC0D70,807DC0D70,OWNS,,"{""relationship"": ""owner""}"
807DE2E10,807DE2E10,OWNS,,"{""relationship"": ""owner""}"
807E3B150,807E3B150,OWNS,,"{""relationship"": ""owner""}"
807E4A3D0,807E4A3D0,OWNS,,"{""relationship"": ""owner""}"
807E9A5B0,807E9A5B0,OWNS,,"{""relationship"": ""owner""}"
807EE8EB0,807EE8EB0,OWNS,,"{""relationship"": ""owner""}"
807EFA590,807EFA590,OWNS,,"{""relationship"": ""owner""}"
807F59C60,807F59C60,OWNS,,"{""relationship"": ""owner""}"
807F7AF60,807F7AF60,OWNS,,"{""relationship"": ""owner""}"
807FE6A50,807FE6A50,OWNS,,"{""relationship"": ""owner""}"
808077E90,808077E90,OWNS,,"{""relationship"": ""owner""}"
8080A28A0,8080A28A0,OWNS,,"{""relationship"": ""owner""}"
8080D49F0,8080D49F0,OWNS,,"{""relationship"": ""owner""}"
8080D8570,8080D8570,OWNS,,"{""relationship"": ""owner""}"
8080FF4A0,8080FF4A0,OWNS,,"{""relationship"": ""owner""}"
80811F3E0,80811F3E0,OWNS,,"{""relationship"": ""owner""}"
